Timestamp,MuestrasEnVentana,MuestrasRuidosas,Attention,Meditation,PoorSignal,Theta_ASIC,Alpha_ASIC,Beta_ASIC,CLI_ASIC,Eng_ASIC,Theta_FFT_filt,Alpha_FFT_filt,Beta_FFT_filt,CLI_FFT_filt,Eng_FFT_filt,Marcador
2026-05-25T12:59:46.066099,517,0,69,51,0,10818,20067,13793,0.5391,0.4466,1351438.93,361395.36,74105.32,3.7395,0.0433,
2026-05-25T12:59:47.096124,529,0,69,60,0,11618,10924,12429,1.0635,0.5514,11019.75,1652.2,13308.18,6.6697,1.0502,
2026-05-25T12:59:48.099839,503,0,84,67,0,10283,22700,20782,0.453,0.6301,803362.95,239327.96,26587.62,3.3567,0.0255,
2026-05-25T12:59:49.112740,530,0,88,88,0,26167,48237,24195,0.5425,0.3252,87759.09,65399.74,74265.43,1.3419,0.4849,
2026-05-25T12:59:50.164472,525,0,60,93,0,85550,24172,20481,3.5392,0.1867,988501.16,286146.8,17973.09,3.4545,0.0141,
2026-05-25T12:59:51.167179,526,0,50,77,0,65173,12493,6276,5.2168,0.0808,3539.27,2169.72,10368.22,1.6312,1.8161,
2026-05-25T12:59:52.172282,486,0,27,63,0,54601,16131,39257,3.3848,0.555,8352.54,6133.16,31206.46,1.3619,2.1543,
2026-05-25T12:59:53.176183,544,0,20,44,0,30996,16531,26509,1.875,0.5578,4898.42,17447.57,24948.28,0.2808,1.1165,
2026-05-25T12:59:54.181848,514,0,35,29,0,3610,5779,4046,0.6247,0.4309,825646.55,23227.06,26295.62,35.5468,0.031,
2026-05-25T12:59:55.186366,513,0,41,47,0,57937,10096,9323,5.7386,0.137,9646.86,8435.75,40337.87,1.1436,2.2308,
2026-05-25T12:59:56.189531,503,0,41,43,0,19939,35775,34647,0.5573,0.6219,14118.15,14155.8,73345.3,0.9973,2.5941,
2026-05-25T12:59:57.193445,526,0,41,60,0,20814,22727,63005,0.9158,1.447,48592.3,25850.81,93510.89,1.8797,1.2561,
2026-05-25T12:59:58.198279,514,0,50,60,0,78476,14500,19444,5.4121,0.2091,25555.18,84291.13,196196.05,0.3032,1.7861,
2026-05-25T12:59:59.201233,491,0,43,38,0,189152,140312,104678,1.3481,0.3177,1556785.7,87928.76,360690.61,17.7051,0.2193,
2026-05-25T13:00:00.218324,534,0,60,54,0,85746,14936,15695,5.7409,0.1559,460230.11,138952.8,54621.53,3.3121,0.0912,
2026-05-25T13:00:01.221274,522,0,40,35,0,106326,25821,17335,4.1178,0.1312,1754719.23,149548.2,77496.87,11.7335,0.0407,
